"","comb08","cylinders","displ","drive","year","Class","trans"
"17805",21,8,5.7,"",1984,"Midsize","Automatic 3 Speed"
"17806",21,8,5.7,"",1984,"Midsize","Automatic 4 Speed"
"17807",19,6,3.8,"",1984,"Midsize","Automatic 3 Speed"
"17808",15,8,5,"",1984,"Midsize","Automatic 3 Speed"
"17809",17,8,5,"",1984,"Midsize","Automatic 4 Speed"
"17810",21,8,5.7,"",1984,"Midsize","Automatic 3 Speed"
"17811",21,8,5.7,"",1984,"Midsize","Automatic 4 Speed"
"17812",23,4,2.5,"",1984,"Midsize","Automatic 3 Speed"
"17813",19,6,2.8,"",1984,"Midsize","Automatic 3 Speed"
"17814",19,6,2.8,"",1984,"Midsize","Manual 4 Speed"
"17815",11,8,5.9,"Rear-Wheel Drive",1986,"Van","Automatic 3 Speed"
"17816",23,4,2.5,"",1984,"Midsize","Automatic 3 Speed"
"17817",19,6,2.8,"",1984,"Midsize","Automatic 3 Speed"
"17818",25,6,4.3,"",1984,"Midsize","Automatic 3 Speed"
"17819",9,8,6.8,"",1984,"Midsize","Automatic 3 Speed"
"17820",18,4,2.3,"",1984,"Midsize","Automatic 4 Speed"
"17821",19,4,2.3,"",1984,"Midsize","Manual 5 Speed"
"17822",23,6,2.4,"",1984,"Midsize","Automatic 4 Speed"
"17823",25,6,2.4,"",1984,"Midsize","Manual 5 Speed"
"17824",18,6,2.9,"",1984,"Midsize","Automatic 4 Speed"
"17825",16,6,4.1,"2-Wheel Drive",1984,"Large","Automatic 4 Speed"
"17826",12,8,5.2,"Rear-Wheel Drive",1986,"Van","Automatic 3 Speed"
"17827",16,8,5,"2-Wheel Drive",1984,"Large","Automatic 4 Speed"
"17828",21,8,5.7,"2-Wheel Drive",1984,"Large","Automatic 4 Speed"
"17829",17,6,3.8,"",1984,"Large","Automatic 3 Speed"
"17830",16,6,4.1,"",1984,"Large","Automatic 4 Speed"
"17831",16,8,5,"",1984,"Large","Automatic 3 Speed"
"17832",16,8,5,"",1984,"Large","Automatic 4 Speed"
"17833",21,8,5.7,"",1984,"Large","Automatic 4 Speed"
"17834",16,8,4.1,"Rear-Wheel Drive",1984,"Large","Automatic 4 Speed"
"17835",21,8,5.7,"Rear-Wheel Drive",1984,"Large","Automatic 4 Speed"
"17836",9,8,6,"",1984,"Large","Automatic 3 Speed"
"17837",12,8,5.2,"Rear-Wheel Drive",1986,"Van","Automatic 3 Speed"
"17838",17,6,3.8,"",1984,"Large","Automatic 3 Speed"
"17839",16,8,5,"",1984,"Large","Automatic 3 Speed"
"17840",16,8,5,"",1984,"Large","Automatic 4 Speed"
"17841",14,8,5.7,"",1984,"Large","Automatic 4 Speed"
"17842",21,8,5.7,"",1984,"Large","Automatic 3 Speed"
"17843",21,8,5.7,"",1984,"Large","Automatic 4 Speed"
"17844",16,8,5,"",1984,"Large","Automatic 4 Speed"
"17845",14,8,5.8,"",1984,"Large","Automatic 4 Speed"
"17846",16,8,5,"",1984,"Large","Automatic 4 Speed"
"17847",16,8,5,"",1984,"Large","Automatic 4 Speed"
"17848",10,8,5.9,"Rear-Wheel Drive",1986,"Van","Automatic 3 Speed"
"17849",17,6,3.8,"",1984,"Large","Automatic 3 Speed"
"17850",16,8,5,"",1984,"Large","Automatic 3 Speed"
"17851",16,8,5,"",1984,"Large","Automatic 4 Speed"
"17852",21,8,5.7,"",1984,"Large","Automatic 3 Speed"
"17853",21,8,5.7,"",1984,"Large","Automatic 4 Speed"
"17854",16,8,5,"",1984,"Large","Automatic 4 Speed"
"17855",21,8,5.7,"",1984,"Large","Automatic 4 Speed"
"17856",17,6,3.8,"",1984,"Large","Automatic 3 Speed"
"17857",16,8,5,"",1984,"Large","Automatic 4 Speed"
"17858",21,8,5.7,"",1984,"Large","Automatic 3 Speed"
"17859",22,4,2.3,"Rear-Wheel Drive",1986,"Van","Manual 5 Speed"
"17860",21,8,5.7,"",1984,"Large","Automatic 4 Speed"
"17861",8,8,6.8,"",1984,"Large","Automatic 3 Speed"
"17862",24,4,1.8,"",1984,"Wagon","Automatic 3 Speed"
"17863",26,4,1.8,"",1984,"Wagon","Manual 5 Speed"
"17864",21,4,2,"",1984,"Wagon","Automatic 3 Speed"
"17865",23,4,2,"",1984,"Wagon","Manual 4 Speed"
"17866",25,4,2,"",1984,"Wagon","Automatic 3 Speed"
"17867",25,4,2,"",1984,"Wagon","Manual 4 Speed"
"17868",25,4,2,"",1984,"Wagon","Manual 5 Speed"
"17869",20,6,2.4,"",1984,"Wagon","Automatic 4 Speed"
"17870",16,6,2.8,"Rear-Wheel Drive",1986,"Van","Automatic 4 Speed"
"17871",25,4,1.6,"",1984,"Wagon","Automatic 3 Speed"
"17872",30,4,1.6,"",1984,"Wagon","Manual 5 Speed"
"17873",30,4,1.7,"",1984,"Wagon","Automatic 3 Speed"
"17874",35,4,1.7,"",1984,"Wagon","Manual 5 Speed"
"17875",23,4,2,"",1984,"Wagon","Automatic 3 Speed"
"17876",24,4,2,"",1984,"Wagon","Manual 4 Speed"
"17877",25,4,2,"",1984,"Wagon","Manual 5 Speed"
"17878",23,4,1.6,"",1984,"Wagon","Automatic 3 Speed"
"17879",26,4,1.6,"",1984,"Wagon","Manual 4 Speed"
"17880",24,4,1.6,"",1984,"Wagon","Manual 5 Speed"
"17881",24,4,2,"Front-Wheel Drive",1985,"Compact","Automatic 3 Speed"
"17882",17,6,2.8,"Rear-Wheel Drive",1986,"Van","Manual 5 Speed"
"17883",23,4,1.6,"",1984,"Wagon","Automatic 3 Speed"
"17884",25,4,1.6,"",1984,"Wagon","Manual 5 Speed"
"17885",34,4,2,"",1984,"Wagon","Manual 5 Speed"
"17886",25,4,1.5,"",1984,"Wagon","Automatic 3 Speed"
"17887",29,4,1.5,"",1984,"Wagon","Manual 5 Speed"
"17888",23,4,1.6,"",1984,"Wagon","Automatic 3 Speed"
"17889",26,4,1.6,"",1984,"Wagon","Manual 4 Speed"
"17890",24,4,1.6,"",1984,"Wagon","Manual 5 Speed"
"17891",34,4,2,"",1984,"Wagon","Manual 5 Speed"
"17892",20,4,1.5,"",1984,"Wagon","Automatic 3 Speed"
"17893",18,6,3,"Rear-Wheel Drive",1986,"Van","Manual 5 Speed"
"17894",24,4,1.5,"",1984,"Wagon","Manual 4 Speed"
"17895",24,4,1.5,"",1984,"Wagon","Manual 5 Speed"
"17896",22,4,2,"",1984,"Wagon","Automatic 3 Speed"
"17897",24,4,2,"",1984,"Wagon","Manual 4 Speed"
"17898",23,4,2,"",1984,"Wagon","Manual 5 Speed"
"17899",24,4,1.8,"",1984,"Wagon","Automatic 3 Speed"
"17900",26,4,1.8,"",1984,"Wagon","Manual 5 Speed"
"17901",21,4,2,"",1984,"Wagon","Automatic 3 Speed"
"17902",25,4,2,"",1984,"Wagon","Manual 4 Speed"
"17903",25,4,2,"",1984,"Wagon","Manual 5 Speed"
"17904",17,6,3,"Rear-Wheel Drive",1986,"Van","Automatic 4 Speed"
"17905",23,4,2,"",1984,"Wagon","Automatic 3 Speed"
"17906",24,4,2,"",1984,"Wagon","Manual 4 Speed"
"17907",25,4,2,"",1984,"Wagon","Manual 5 Speed"
"17908",24,4,1.8,"",1984,"Wagon","Automatic 3 Speed"
"17909",26,4,1.8,"",1984,"Wagon","Manual 5 Speed"
"17910",25,4,2,"",1984,"Wagon","Manual 4 Speed"
"17911",19,4,2.2,"",1984,"Wagon","Automatic 3 Speed"
"17912",23,4,2.2,"",1984,"Wagon","Manual 5 Speed"
"17913",22,4,1.8,"",1984,"Wagon","Automatic 3 Speed"
"17914",25,4,1.8,"",1984,"Wagon","Manual 5 Speed"
"17915",13,6,4.9,"Rear-Wheel Drive",1986,"Van","Automatic 3 Speed"
"17916",22,4,1.8,"",1984,"Wagon","Automatic 3 Speed"
"17917",25,4,1.8,"",1984,"Wagon","Manual 5 Speed"
"17918",19,6,2.8,"",1984,"Wagon","Automatic 4 Speed"
"17919",26,4,1.5,"",1984,"Wagon","Automatic 3 Speed"
"17920",29,4,1.5,"",1984,"Wagon","Manual 5 Speed"
"17921",23,4,1.5,"",1984,"Wagon","Automatic 3 Speed"
"17922",26,4,1.5,"",1984,"Wagon","Manual 5 Speed"
"17923",27,4,1.6,"",1984,"Wagon","Automatic 3 Speed"
"17924",27,4,1.6,"",1984,"Wagon","Automatic 3 Speed"
"17925",33,4,1.6,"",1984,"Wagon","Manual 5 Speed"
"17926",14,6,4.9,"Rear-Wheel Drive",1986,"Van","Automatic 4 Speed"
"17927",33,4,1.6,"",1984,"Wagon","Manual 5 Speed"
"17928",22,4,2.5,"",1984,"Wagon","Automatic 3 Speed"
"17929",17,6,3,"",1984,"Wagon","Automatic 3 Speed"
"17930",19,6,3.8,"",1984,"Wagon","Automatic 4 Speed"
"17931",25,6,4.3,"",1984,"Wagon","Automatic 3 Speed"
"17932",23,4,2.5,"",1984,"Wagon","Automatic 3 Speed"
"17933",14,6,4.9,"Rear-Wheel Drive",1986,"Van","Manual 4 Speed"
"17934",23,4,2.5,"",1984,"Wagon","Manual 4 Speed"
"17935",18,6,2.8,"",1984,"Wagon","Automatic 3 Speed"
"17936",19,6,2.8,"",1984,"Wagon","Automatic 4 Speed"
"17937",25,6,4.3,"",1984,"Wagon","Automatic 3 Speed"
"17938",21,4,2.2,"",1984,"Wagon","Automatic 3 Speed"
"17939",20,4,2.6,"",1984,"Wagon","Automatic 3 Speed"
"17940",23,4,2.2,"",1984,"Wagon","Automatic 3 Speed"
"17941",25,4,2.2,"",1984,"Wagon","Manual 4 Speed"
"17942",24,4,2.2,"",1984,"Wagon","Manual 5 Speed"
"17943",20,4,2.6,"",1984,"Wagon","Automatic 3 Speed"
"17944",14,8,5,"Rear-Wheel Drive",1986,"Van","Automatic 4 Speed"
"17945",17,6,3.8,"",1984,"Wagon","Automatic 3 Speed"
"17946",19,6,3.8,"",1984,"Wagon","Automatic 4 Speed"
"17947",18,6,3.8,"",1984,"Wagon","Automatic 3 Speed"
"17948",17,6,3.8,"",1984,"Wagon","Automatic 3 Speed"
"17949",19,6,3.8,"",1984,"Wagon","Automatic 4 Speed"
"17950",18,6,3.8,"",1984,"Wagon","Automatic 3 Speed"
"17951",23,4,2.5,"",1984,"Wagon","Automatic 3 Speed"
"17952",17,6,3,"",1984,"Wagon","Automatic 3 Speed"
"17953",11,8,5.8,"Rear-Wheel Drive",1986,"Van","Automatic 3 Speed"
"17954",19,6,3.8,"",1984,"Wagon","Automatic 4 Speed"
"17955",25,6,4.3,"",1984,"Wagon","Automatic 3 Speed"
"17956",17,4,2,"",1984,"Wagon","Automatic 3 Speed"
"17957",19,4,2,"",1984,"Wagon","Manual 5 Speed"
"17958",22,4,2.3,"",1984,"Wagon","Automatic 3 Speed"
"17959",22,4,2.3,"",1984,"Wagon","Automatic 3 Speed"
"17960",23,4,2.2,"",1984,"Wagon","Automatic 3 Speed"
"17961",25,4,2.2,"",1984,"Wagon","Manual 4 Speed"
"17962",24,4,2.2,"",1984,"Wagon","Manual 5 Speed"
"17963",20,4,2.6,"",1984,"Wagon","Automatic 3 Speed"
"17964",15,6,4.3,"Rear-Wheel Drive",1986,"Van","Automatic 3 Speed"
"17965",23,4,2.5,"",1984,"Wagon","Automatic 3 Speed"
"17966",18,6,2.8,"",1984,"Wagon","Automatic 3 Speed"
"17967",19,6,2.8,"",1984,"Wagon","Automatic 4 Speed"
"17968",25,6,4.3,"",1984,"Wagon","Automatic 3 Speed"
"17969",17,4,2.1,"",1984,"Wagon","Automatic 4 Speed"
"17970",18,4,2.1,"",1984,"Wagon","Manual 5 Speed"
"17971",20,4,2.3,"",1984,"Wagon","Automatic 4 Speed"
"17972",19,4,2.3,"",1984,"Wagon","Automatic 4 Speed"
"17973",21,4,2.3,"",1984,"Wagon","Manual 5 Speed"
"17974",22,4,2.3,"",1984,"Wagon","Manual 5 Speed"
"17975",16,6,4.3,"Rear-Wheel Drive",1986,"Van","Automatic 4 Speed"
"17976",24,6,2.4,"",1984,"Wagon","Automatic 3 Speed"
"17977",26,6,2.4,"",1984,"Wagon","Manual 5 Speed"
"17978",16,8,5,"",1984,"Wagon","Automatic 4 Speed"
"17979",21,8,5.7,"",1984,"Wagon","Automatic 4 Speed"
"17980",15,8,5,"",1984,"Wagon","Automatic 4 Speed"
"17981",21,8,5.7,"",1984,"Wagon","Automatic 4 Speed"
"17982",16,8,5,"",1984,"Wagon","Automatic 4 Speed"
"17983",16,8,5,"",1984,"Wagon","Automatic 4 Speed"
"17984",16,8,5,"",1984,"Wagon","Automatic 4 Speed"
"17985",21,8,5.7,"",1984,"Wagon","Automatic 4 Speed"
"17986",26,4,2,"Front-Wheel Drive",1985,"Compact","Manual 4 Speed"
"17987",15,6,4.3,"Rear-Wheel Drive",1986,"Van","Automatic 4 Speed"
"17988",15,8,5,"",1984,"Wagon","Automatic 4 Speed"
"17989",21,8,5.7,"",1984,"Wagon","Automatic 4 Speed"
"17990",24,4,2,"2-Wheel Drive",1984,"Truck","Manual 4 Speed"
"17991",26,4,2,"2-Wheel Drive",1984,"Truck","Manual 5 Speed"
"17992",20,4,2,"2-Wheel Drive",1984,"Truck","Automatic 4 Speed"
"17993",21,4,2,"2-Wheel Drive",1984,"Truck","Manual 4 Speed"
"17994",22,4,2,"2-Wheel Drive",1984,"Truck","Manual 5 Speed"
"17995",28,4,2.2,"2-Wheel Drive",1984,"Truck","Manual 4 Speed"
"17996",29,4,2.2,"2-Wheel Drive",1984,"Truck","Manual 5 Speed"
"17997",18,6,2.8,"2-Wheel Drive",1984,"Truck","Automatic 4 Speed"
"17998",15,6,4.3,"Rear-Wheel Drive",1986,"Van","Manual 3 Speed"
"17999",18,6,2.8,"2-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18000",18,6,2.8,"2-Wheel Drive",1984,"Truck","Manual 5 Speed"
"18001",27,4,2,"2-Wheel Drive",1984,"Truck","Manual 5 Speed"
"18002",19,4,2.4,"2-Wheel Drive",1984,"Truck","Automatic 3 Speed"
"18003",22,4,2.4,"2-Wheel Drive",1984,"Truck","Manual 5 Speed"
"18004",28,4,2.5,"2-Wheel Drive",1984,"Truck","Manual 5 Speed"
"18005",21,4,2.2,"2-Wheel Drive",1984,"Truck","Automatic 3 Speed"
"18006",23,4,2.2,"2-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18007",23,4,2.2,"2-Wheel Drive",1984,"Truck","Manual 5 Speed"
"18008",20,4,2,"2-Wheel Drive",1984,"Truck","Automatic 3 Speed"
"18009",14,6,4.3,"Rear-Wheel Drive",1986,"Van","Manual 3 Speed"
"18010",19,4,2,"2-Wheel Drive",1984,"Truck","Automatic 3 Speed"
"18011",22,4,2,"2-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18012",21,4,2,"2-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18013",24,4,2,"2-Wheel Drive",1984,"Truck","Manual 5 Speed"
"18014",23,4,2,"2-Wheel Drive",1984,"Truck","Manual 5 Speed"
"18015",28,4,2.3,"2-Wheel Drive",1984,"Truck","Manual 5 Speed"
"18016",18,4,2.6,"2-Wheel Drive",1984,"Truck","Automatic 3 Speed"
"18017",20,4,2.6,"2-Wheel Drive",1984,"Truck","Automatic 3 Speed"
"18018",20,4,2.6,"2-Wheel Drive",1984,"Truck","Manual 5 Speed"
"18019",20,4,2.6,"2-Wheel Drive",1984,"Truck","Manual 5 Speed"
"18020",12,8,5,"Rear-Wheel Drive",1986,"Van","Automatic 3 Speed"
"18021",22,4,2,"2-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18022",24,4,2,"2-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18023",22,4,2,"2-Wheel Drive",1984,"Truck","Manual 5 Speed"
"18024",26,4,2.2,"2-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18025",19,4,2.3,"2-Wheel Drive",1984,"Truck","Automatic 3 Speed"
"18026",21,4,2.3,"2-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18027",19,4,2.3,"2-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18028",21,4,2.3,"2-Wheel Drive",1984,"Truck","Manual 5 Speed"
"18029",19,4,2.3,"2-Wheel Drive",1984,"Truck","Manual 5 Speed"
"18030",18,6,2.8,"2-Wheel Drive",1984,"Truck","Automatic 3 Speed"
"18031",14,8,5,"Rear-Wheel Drive",1986,"Van","Automatic 4 Speed"
"18032",20,6,2.8,"2-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18033",19,6,2.8,"2-Wheel Drive",1984,"Truck","Manual 5 Speed"
"18034",24,4,2,"2-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18035",26,4,2,"2-Wheel Drive",1984,"Truck","Manual 5 Speed"
"18036",20,4,2,"2-Wheel Drive",1984,"Truck","Automatic 4 Speed"
"18037",21,4,2,"2-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18038",22,4,2,"2-Wheel Drive",1984,"Truck","Manual 5 Speed"
"18039",28,4,2.2,"2-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18040",29,4,2.2,"2-Wheel Drive",1984,"Truck","Manual 5 Speed"
"18041",18,6,2.8,"2-Wheel Drive",1984,"Truck","Automatic 4 Speed"
"18042",13,8,5.7,"Rear-Wheel Drive",1986,"Van","Automatic 4 Speed"
"18043",18,6,2.8,"2-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18044",18,6,2.8,"2-Wheel Drive",1984,"Truck","Manual 5 Speed"
"18045",19,4,2,"2-Wheel Drive",1984,"Truck","Automatic 3 Speed"
"18046",24,4,2,"2-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18047",23,4,2,"2-Wheel Drive",1984,"Truck","Manual 5 Speed"
"18048",24,4,2.2,"2-Wheel Drive",1984,"Truck","Automatic 3 Speed"
"18049",31,4,2.2,"2-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18050",30,4,2.2,"2-Wheel Drive",1984,"Truck","Manual 5 Speed"
"18051",20,4,2,"2-Wheel Drive",1984,"Truck","Automatic 3 Speed"
"18052",19,4,2,"2-Wheel Drive",1984,"Truck","Automatic 3 Speed"
"18053",13,8,5.7,"Rear-Wheel Drive",1986,"Van","Automatic 4 Speed"
"18054",22,4,2,"2-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18055",21,4,2,"2-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18056",24,4,2,"2-Wheel Drive",1984,"Truck","Manual 5 Speed"
"18057",23,4,2,"2-Wheel Drive",1984,"Truck","Manual 5 Speed"
"18058",28,4,2.3,"2-Wheel Drive",1984,"Truck","Manual 5 Speed"
"18059",18,4,2.6,"2-Wheel Drive",1984,"Truck","Automatic 3 Speed"
"18060",20,4,2.6,"2-Wheel Drive",1984,"Truck","Automatic 3 Speed"
"18061",20,4,2.6,"2-Wheel Drive",1984,"Truck","Manual 5 Speed"
"18062",20,4,2.6,"2-Wheel Drive",1984,"Truck","Manual 5 Speed"
"18063",19,4,2,"2-Wheel Drive",1984,"Truck","Automatic 3 Speed"
"18064",18,8,6.2,"Rear-Wheel Drive",1986,"Van","Automatic 4 Speed"
"18065",22,4,2,"2-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18066",23,4,2,"2-Wheel Drive",1984,"Truck","Manual 5 Speed"
"18067",26,4,2.2,"2-Wheel Drive",1984,"Truck","Manual 5 Speed"
"18068",18,4,2.4,"4-Wheel or All-Wheel Drive",1984,"Truck","Manual 5 Speed"
"18069",19,4,2,"4-Wheel or All-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18070",20,4,2,"4-Wheel or All-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18071",25,4,2.3,"4-Wheel or All-Wheel Drive",1984,"Truck","Manual 5 Speed"
"18072",17,4,2.6,"4-Wheel or All-Wheel Drive",1984,"Truck","Automatic 3 Speed"
"18073",17,4,2.6,"4-Wheel or All-Wheel Drive",1984,"Truck","Automatic 3 Speed"
"18074",18,4,2.6,"4-Wheel or All-Wheel Drive",1984,"Truck","Manual 5 Speed"
"18075",17,8,6.2,"Rear-Wheel Drive",1986,"Van","Manual 4 Speed"
"18076",19,4,2.6,"4-Wheel or All-Wheel Drive",1984,"Truck","Manual 5 Speed"
"18077",19,4,2.3,"4-Wheel or All-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18078",18,4,2.3,"4-Wheel or All-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18079",20,4,2.3,"4-Wheel or All-Wheel Drive",1984,"Truck","Manual 5 Speed"
"18080",18,4,2.3,"4-Wheel or All-Wheel Drive",1984,"Truck","Manual 5 Speed"
"18081",15,6,2.8,"4-Wheel or All-Wheel Drive",1984,"Truck","Automatic 3 Speed"
"18082",19,6,2.8,"4-Wheel or All-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18083",17,6,2.8,"4-Wheel or All-Wheel Drive",1984,"Truck","Manual 5 Speed"
"18084",20,4,2,"4-Wheel or All-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18085",25,4,2.2,"4-Wheel or All-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18086",11,8,5.7,"Rear-Wheel Drive",1986,"Van","Automatic 4 Speed"
"18087",19,4,1,"4-Wheel or All-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18088",21,4,2.5,"4-Wheel or All-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18089",20,4,2.5,"4-Wheel or All-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18090",21,4,2.5,"4-Wheel or All-Wheel Drive",1984,"Truck","Manual 5 Speed"
"18091",18,6,4.2,"4-Wheel or All-Wheel Drive",1984,"Truck","Automatic 3 Speed"
"18092",17,6,4.2,"4-Wheel or All-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18093",17,6,4.2,"4-Wheel or All-Wheel Drive",1984,"Truck","Manual 5 Speed"
"18094",19,4,2,"4-Wheel or All-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18095",20,4,2,"4-Wheel or All-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18096",25,4,2.3,"4-Wheel or All-Wheel Drive",1984,"Truck","Manual 5 Speed"
"18097",24,4,2,"Front-Wheel Drive",1985,"Compact","Manual 5 Speed"
"18098",11,8,5.7,"Rear-Wheel Drive",1986,"Van","Automatic 4 Speed"
"18099",17,4,2.6,"4-Wheel or All-Wheel Drive",1984,"Truck","Automatic 3 Speed"
"18100",17,4,2.6,"4-Wheel or All-Wheel Drive",1984,"Truck","Automatic 3 Speed"
"18101",18,4,2.6,"4-Wheel or All-Wheel Drive",1984,"Truck","Manual 5 Speed"
"18102",19,4,2.6,"4-Wheel or All-Wheel Drive",1984,"Truck","Manual 5 Speed"
"18103",22,4,1,"4-Wheel or All-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18104",15,6,4.1,"2-Wheel Drive",1984,"Truck","Automatic 3 Speed"
"18105",16,6,4.1,"2-Wheel Drive",1984,"Truck","Automatic 4 Speed"
"18106",17,6,4.1,"2-Wheel Drive",1984,"Truck","Manual 3 Speed"
"18107",17,6,4.1,"2-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18108",14,8,5,"2-Wheel Drive",1984,"Truck","Automatic 3 Speed"
"18109",20,4,2.5,"Rear-Wheel Drive",1986,"Van","Automatic 4 Speed"
"18110",15,8,5,"2-Wheel Drive",1984,"Truck","Automatic 4 Speed"
"18111",15,8,5,"2-Wheel Drive",1984,"Truck","Manual 3 Speed"
"18112",16,8,5,"2-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18113",19,8,6.2,"2-Wheel Drive",1984,"Truck","Automatic 4 Speed"
"18114",20,8,6.2,"2-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18115",19,8,6.2,"2-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18116",14,6,4.1,"2-Wheel Drive",1984,"Truck","Automatic 4 Speed"
"18117",14,6,4.1,"2-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18118",14,8,5,"2-Wheel Drive",1984,"Truck","Automatic 4 Speed"
"18119",13,8,5,"2-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18120",20,4,2.5,"Rear-Wheel Drive",1986,"Van","Manual 4 Speed"
"18121",19,8,6.2,"2-Wheel Drive",1984,"Truck","Automatic 4 Speed"
"18122",20,8,6.2,"2-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18123",18,8,6.2,"2-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18124",17,6,3.8,"2-Wheel Drive",1984,"Truck","Automatic 3 Speed"
"18125",18,6,3.8,"2-Wheel Drive",1984,"Truck","Automatic 4 Speed"
"18126",15,8,5,"2-Wheel Drive",1984,"Truck","Automatic 3 Speed"
"18127",17,8,5,"2-Wheel Drive",1984,"Truck","Automatic 4 Speed"
"18128",20,8,5.7,"2-Wheel Drive",1984,"Truck","Automatic 3 Speed"
"18129",21,8,5.7,"2-Wheel Drive",1984,"Truck","Automatic 4 Speed"
"18130",15,6,3.7,"2-Wheel Drive",1984,"Truck","Automatic 3 Speed"
"18131",22,4,2.5,"Rear-Wheel Drive",1986,"Van","Manual 5 Speed"
"18132",16,6,3.7,"2-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18133",15,6,3.7,"2-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18134",12,8,5.2,"2-Wheel Drive",1984,"Truck","Automatic 3 Speed"
"18135",13,8,5.2,"2-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18136",12,8,5.2,"2-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18137",11,8,5.2,"2-Wheel Drive",1984,"Truck","Automatic 3 Speed"
"18138",11,8,5.9,"2-Wheel Drive",1984,"Truck","Automatic 3 Speed"
"18139",15,6,3.7,"2-Wheel Drive",1984,"Truck","Automatic 3 Speed"
"18140",15,6,3.7,"2-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18141",12,8,5.2,"2-Wheel Drive",1984,"Truck","Automatic 3 Speed"
"18142",17,6,4.3,"Rear-Wheel Drive",1986,"Van","Automatic 4 Speed"
"18143",11,8,5.2,"2-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18144",11,8,5.2,"2-Wheel Drive",1984,"Truck","Automatic 3 Speed"
"18145",11,8,5.9,"2-Wheel Drive",1984,"Truck","Automatic 3 Speed"
"18146",14,6,4.9,"2-Wheel Drive",1984,"Truck","Automatic 3 Speed"
"18147",15,6,4.9,"2-Wheel Drive",1984,"Truck","Automatic 4 Speed"
"18148",17,6,4.9,"2-Wheel Drive",1984,"Truck","Manual 3 Speed"
"18149",18,6,4.9,"2-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18150",12,8,5,"2-Wheel Drive",1984,"Truck","Automatic 3 Speed"
"18151",14,8,5,"2-Wheel Drive",1984,"Truck","Automatic 4 Speed"
"18152",13,8,5,"2-Wheel Drive",1984,"Truck","Manual 3 Speed"
"18153",17,6,4.3,"Rear-Wheel Drive",1986,"Van","Manual 4 Speed"
"18154",15,8,5,"2-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18155",11,8,5.8,"2-Wheel Drive",1984,"Truck","Automatic 3 Speed"
"18156",12,8,5.8,"2-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18157",11,8,5.8,"2-Wheel Drive",1984,"Truck",""
"18158",11,8,5.8,"2-Wheel Drive",1984,"Truck","Automatic 3 Speed"
"18159",13,6,4.9,"2-Wheel Drive",1984,"Truck","Automatic 3 Speed"
"18160",14,6,4.9,"2-Wheel Drive",1984,"Truck","Manual 3 Speed"
"18161",13,8,5,"2-Wheel Drive",1984,"Truck","Automatic 4 Speed"
"18162",15,8,5,"2-Wheel Drive",1984,"Truck","Manual 4 Speed"
"18163",13,8,5,"2-Wheel Drive",1984,"Truck","Manual 4 Speed"
