"","comb08","cylinders","displ","drive","year","Class","trans"
"17401",31,4,1.4,"",1984,"Compact","Manual 4 Speed"
"17402",19,8,6.2,"Rear-Wheel Drive",1986,"Van","Manual 4 Speed"
"17403",26,4,1.6,"",1984,"Compact","Automatic 3 Speed"
"17404",25,4,1.6,"",1984,"Compact","Manual 4 Speed"
"17405",19,4,2.6,"",1984,"Compact","Automatic 4 Speed"
"17406",19,4,2.6,"",1984,"Compact","Automatic 4 Speed"
"17407",19,4,2.6,"",1984,"Compact","Manual 5 Speed"
"17408",19,4,2.6,"",1984,"Compact","Manual 5 Speed"
"17409",22,4,2.2,"",1984,"Compact","Automatic 3 Speed"
"17410",19,4,2.2,"",1984,"Compact","Automatic 3 Speed"
"17411",23,4,2.2,"",1984,"Compact","Manual 5 Speed"
"17412",20,4,2.2,"",1984,"Compact","Manual 5 Speed"
"17413",16,6,4.3,"Rear-Wheel Drive",1986,"Van","Automatic 4 Speed"
"17414",21,4,2.2,"",1984,"Compact","Automatic 3 Speed"
"17415",22,4,2.2,"",1984,"Compact","Automatic 3 Speed"
"17416",19,4,2.2,"",1984,"Compact","Automatic 3 Speed"
"17417",20,4,2.6,"",1984,"Compact","Automatic 3 Speed"
"17418",26,4,1.5,"",1984,"Compact","Automatic 3 Speed"
"17419",27,4,1.5,"",1984,"Compact","Manual 4 Speed"
"17420",20,4,2.3,"",1984,"Compact","Automatic 3 Speed"
"17421",22,4,2.3,"",1984,"Compact","Manual 4 Speed"
"17422",19,4,2.3,"",1984,"Compact","Manual 5 Speed"
"17423",18,6,3.8,"",1984,"Compact","Automatic 3 Speed"
"17424",15,6,4.3,"Rear-Wheel Drive",1986,"Van","Manual 3 Speed"
"17425",16,8,5,"",1984,"Compact","Manual 5 Speed"
"17426",17,8,5,"",1984,"Compact","Automatic 4 Speed"
"17427",25,4,1.8,"",1984,"Compact","Automatic 4 Speed"
"17428",28,4,1.8,"",1984,"Compact","Manual 5 Speed"
"17429",35,4,1.3,"",1984,"Compact","Manual 4 Speed"
"17430",25,4,1.5,"",1984,"Compact","Automatic 3 Speed"
"17431",29,4,1.5,"",1984,"Compact","Manual 5 Speed"
"17432",23,4,1.8,"",1984,"Compact","Automatic 4 Speed"
"17433",24,4,1.8,"",1984,"Compact","Manual 5 Speed"
"17434",22,4,1.8,"",1984,"Compact","Automatic 3 Speed"
"17435",20,4,2.5,"Rear-Wheel Drive",1986,"Van","Automatic 4 Speed"
"17436",23,4,1.8,"",1984,"Compact","Manual 5 Speed"
"17437",27,4,1.8,"",1984,"Compact","Automatic 3 Speed"
"17438",35,4,1.8,"",1984,"Compact","Manual 4 Speed"
"17439",32,4,1.8,"",1984,"Compact","Manual 5 Speed"
"17440",21,4,2,"",1984,"Compact","Automatic 4 Speed"
"17441",22,4,2,"",1984,"Compact","Manual 5 Speed"
"17442",15,6,4.2,"",1984,"Compact","Automatic 3 Speed"
"17443",20,4,2.3,"",1984,"Compact","Automatic 3 Speed"
"17444",22,4,2.3,"",1984,"Compact","Manual 4 Speed"
"17445",24,4,2,"Front-Wheel Drive",1985,"Compact","Manual 5 Speed"
"17446",20,4,2.5,"Rear-Wheel Drive",1986,"Van","Manual 4 Speed"
"17447",19,4,2.3,"",1984,"Compact","Manual 5 Speed"
"17448",19,6,3.8,"",1984,"Compact","Automatic 3 Speed"
"17449",16,8,5,"",1984,"Compact","Manual 5 Speed"
"17450",17,8,5,"",1984,"Compact","Automatic 4 Speed"
"17451",26,4,1.5,"",1984,"Compact","Automatic 3 Speed"
"17452",27,4,1.5,"",1984,"Compact","Manual 4 Speed"
"17453",30,4,1.5,"",1984,"Compact","Manual 5 Speed"
"17454",29,4,2.2,"",1984,"Compact","Automatic 4 Speed"
"17455",28,4,2.2,"",1984,"Compact","Automatic 4 Speed"
"17456",30,4,2.2,"",1984,"Compact","Manual 5 Speed"
"17457",22,4,2.5,"Rear-Wheel Drive",1986,"Van","Manual 5 Speed"
"17458",30,4,2.2,"",1984,"Compact","Manual 5 Speed"
"17459",20,4,2.3,"",1984,"Compact","Automatic 4 Speed"
"17460",21,4,2.3,"",1984,"Compact","Manual 5 Speed"
"17461",23,4,1.8,"",1984,"Compact","Manual 5 Speed"
"17462",23,4,2,"",1984,"Compact","Automatic 3 Speed"
"17463",25,4,2,"",1984,"Compact","Manual 5 Speed"
"17464",34,4,1.4,"",1984,"Compact","Manual 4 Speed"
"17465",31,4,1.4,"",1984,"Compact","Manual 4 Speed"
"17466",26,4,1.6,"",1984,"Compact","Automatic 3 Speed"
"17467",25,4,1.6,"",1984,"Compact","Manual 4 Speed"
"17468",17,6,4.3,"Rear-Wheel Drive",1986,"Van","Automatic 4 Speed"
"17469",19,4,2.6,"",1984,"Compact","Automatic 4 Speed"
"17470",19,4,2.6,"",1984,"Compact","Automatic 4 Speed"
"17471",19,4,2.6,"",1984,"Compact","Manual 5 Speed"
"17472",19,4,2.6,"",1984,"Compact","Manual 5 Speed"
"17473",23,4,1.8,"",1984,"Compact","Manual 5 Speed"
"17474",23,4,2,"",1984,"Compact","Automatic 3 Speed"
"17475",25,4,2,"",1984,"Compact","Manual 4 Speed"
"17476",26,4,2,"",1984,"Compact","Manual 5 Speed"
"17477",34,4,1.4,"",1984,"Compact","Manual 4 Speed"
"17478",31,4,1.4,"",1984,"Compact","Manual 4 Speed"
"17479",18,6,4.3,"Rear-Wheel Drive",1986,"Van","Manual 4 Speed"
"17480",26,4,1.6,"",1984,"Compact","Automatic 3 Speed"
"17481",25,4,1.6,"",1984,"Compact","Manual 4 Speed"
"17482",19,4,2.6,"",1984,"Compact","Automatic 4 Speed"
"17483",19,4,2.6,"",1984,"Compact","Automatic 4 Speed"
"17484",19,4,2.6,"",1984,"Compact","Manual 5 Speed"
"17485",19,4,2.6,"",1984,"Compact","Manual 5 Speed"
"17486",30,4,1.6,"",1984,"Compact","Manual 4 Speed"
"17487",23,4,2.2,"",1984,"Compact","Automatic 3 Speed"
"17488",25,4,2.2,"",1984,"Compact","Manual 5 Speed"
"17489",22,4,2.5,"",1984,"Compact","Automatic 4 Speed"
"17490",18,6,4.3,"Rear-Wheel Drive",1986,"Van","Manual 5 Speed"
"17491",21,4,2.5,"",1984,"Compact","Manual 4 Speed"
"17492",23,4,2.5,"",1984,"Compact","Manual 5 Speed"
"17493",19,6,2.8,"",1984,"Compact","Automatic 4 Speed"
"17494",18,6,2.8,"",1984,"Compact","Manual 5 Speed"
"17495",17,8,5,"",1984,"Compact","Automatic 4 Speed"
"17496",15,8,5,"",1984,"Compact","Manual 5 Speed"
"17497",26,4,1.6,"",1984,"Compact","Automatic 3 Speed"
"17498",27,4,1.6,"",1984,"Compact","Manual 4 Speed"
"17499",27,4,1.6,"",1984,"Compact","Manual 5 Speed"
"17500",30,4,1.8,"",1984,"Compact","Automatic 3 Speed"
"17501",20,4,2.2,"Rear-Wheel Drive",1986,"Van","Automatic 4 Speed"
"17502",36,4,1.8,"",1984,"Compact","Manual 5 Speed"
"17503",24,4,1.8,"",1984,"Compact","Automatic 3 Speed"
"17504",20,4,1.8,"",1984,"Compact","Automatic 3 Speed"
"17505",22,4,1.8,"",1984,"Compact","Manual 4 Speed"
"17506",26,4,1.8,"",1984,"Compact","Manual 5 Speed"
"17507",24,4,1.6,"",1984,"Compact","Manual 5 Speed"
"17508",19,4,2.2,"",1984,"Compact","Automatic 3 Speed"
"17509",23,4,2.2,"",1984,"Compact","Manual 5 Speed"
"17510",19,4,2.2,"",1984,"Compact","Automatic 3 Speed"
"17511",23,4,2.2,"",1984,"Compact","Manual 5 Speed"
"17512",20,4,2.2,"Rear-Wheel Drive",1986,"Van","Manual 5 Speed"
"17513",8,8,6.8,"",1984,"Compact","Automatic 3 Speed"
"17514",29,4,1.6,"",1984,"Compact","Manual 4 Speed"
"17515",28,4,1.6,"",1984,"Compact","Manual 5 Speed"
"17516",23,4,1.8,"",1984,"Compact","Automatic 3 Speed"
"17517",26,4,1.8,"",1984,"Compact","Manual 5 Speed"
"17518",23,4,1.8,"",1984,"Compact","Automatic 3 Speed"
"17519",26,4,1.8,"",1984,"Compact","Manual 5 Speed"
"17520",22,4,2.4,"",1984,"Compact","Automatic 4 Speed"
"17521",23,4,2.4,"",1984,"Compact","Manual 5 Speed"
"17522",19,6,2.8,"",1984,"Compact","Automatic 4 Speed"
"17523",20,4,2.5,"Rear-Wheel Drive",1986,"Van","Automatic 4 Speed"
"17524",18,6,2.8,"",1984,"Compact","Manual 5 Speed"
"17525",26,4,1.6,"",1984,"Compact","Automatic 4 Speed"
"17526",27,4,1.6,"",1984,"Compact","Manual 5 Speed"
"17527",19,6,2.8,"",1984,"Compact","Automatic 4 Speed"
"17528",18,6,2.8,"",1984,"Compact","Manual 5 Speed"
"17529",27,4,1.5,"",1984,"Compact","Automatic 3 Speed"
"17530",32,4,1.5,"",1984,"Compact","Manual 4 Speed"
"17531",29,4,1.5,"",1984,"Compact","Manual 5 Speed"
"17532",35,4,1.6,"",1984,"Compact","Manual 5 Speed"
"17533",34,4,1.6,"",1984,"Compact","Manual 5 Speed"
"17534",20,4,2.5,"Rear-Wheel Drive",1986,"Van","Manual 4 Speed"
"17535",21,4,1.7,"",1984,"Compact","Automatic 3 Speed"
"17536",21,4,1.7,"",1984,"Compact","Automatic 3 Speed"
"17537",26,4,1.7,"",1984,"Compact","Manual 5 Speed"
"17538",25,4,1.7,"",1984,"Compact","Manual 5 Speed"
"17539",23,4,1.8,"",1984,"Compact","Manual 5 Speed"
"17540",29,4,1.6,"",1984,"Compact","Automatic 3 Speed"
"17541",38,4,1.6,"",1984,"Compact","Manual 4 Speed"
"17542",36,4,1.6,"",1984,"Compact","Manual 5 Speed"
"17543",27,4,1.7,"",1984,"Compact","Manual 4 Speed"
"17544",27,4,1.7,"",1984,"Compact","Manual 4 Speed"
"17545",22,4,2.5,"Rear-Wheel Drive",1986,"Van","Manual 5 Speed"
"17546",22,4,1.7,"",1984,"Compact","Automatic 3 Speed"
"17547",22,4,1.7,"",1984,"Compact","Automatic 3 Speed"
"17548",27,4,1.7,"",1984,"Compact","Manual 5 Speed"
"17549",26,4,1.7,"",1984,"Compact","Manual 5 Speed"
"17550",23,4,1.8,"",1984,"Compact","Manual 5 Speed"
"17551",21,4,1.8,"",1984,"Compact","Automatic 3 Speed"
"17552",23,4,1.8,"",1984,"Compact","Manual 5 Speed"
"17553",20,6,2.7,"",1984,"Compact","Automatic 4 Speed"
"17554",18,6,3.2,"",1984,"Compact","Automatic 4 Speed"
"17555",18,6,3.2,"",1984,"Compact","Automatic 4 Speed"
"17556",20,6,2.8,"Front-Wheel Drive",1985,"Compact","Automatic 3 Speed"
"17557",17,6,4.3,"Rear-Wheel Drive",1986,"Van","Automatic 4 Speed"
"17558",15,6,3.8,"",1984,"Compact","Automatic 4 Speed"
"17559",15,6,4.1,"",1984,"Compact","Automatic 4 Speed"
"17560",16,8,5,"",1984,"Compact","Automatic 4 Speed"
"17561",24,4,1.8,"",1984,"Compact","Automatic 3 Speed"
"17562",20,4,1.8,"",1984,"Compact","Automatic 3 Speed"
"17563",22,4,1.8,"",1984,"Compact","Manual 4 Speed"
"17564",26,4,1.8,"",1984,"Compact","Manual 5 Speed"
"17565",25,4,2,"",1984,"Compact","Automatic 3 Speed"
"17566",25,4,2,"",1984,"Compact","Manual 4 Speed"
"17567",23,4,2.5,"",1984,"Compact","Automatic 3 Speed"
"17568",17,6,4.3,"Rear-Wheel Drive",1986,"Van","Manual 4 Speed"
"17569",23,4,2.5,"",1984,"Compact","Manual 4 Speed"
"17570",19,6,2.8,"",1984,"Compact","Automatic 3 Speed"
"17571",19,6,2.8,"",1984,"Compact","Manual 4 Speed"
"17572",21,4,2,"",1984,"Compact","Automatic 3 Speed"
"17573",25,4,2,"",1984,"Compact","Manual 5 Speed"
"17574",16,8,4.1,"",1984,"Compact","Automatic 4 Speed"
"17575",25,4,2,"",1984,"Compact","Automatic 3 Speed"
"17576",25,4,2,"",1984,"Compact","Manual 4 Speed"
"17577",27,4,2,"",1984,"Compact","Manual 4 Speed"
"17578",25,4,2,"",1984,"Compact","Manual 5 Speed"
"17579",17,6,4.3,"Rear-Wheel Drive",1986,"Van","Manual 5 Speed"
"17580",18,4,2.3,"",1984,"Compact","Automatic 4 Speed"
"17581",18,4,2.3,"",1984,"Compact","Automatic 4 Speed"
"17582",23,4,2,"",1984,"Compact","Automatic 3 Speed"
"17583",27,4,2,"",1984,"Compact","Manual 5 Speed"
"17584",30,4,1.6,"",1984,"Compact","Manual 4 Speed"
"17585",23,4,2.2,"",1984,"Compact","Automatic 3 Speed"
"17586",26,4,2.2,"",1984,"Compact","Manual 5 Speed"
"17587",23,4,1.6,"",1984,"Compact","Automatic 3 Speed"
"17588",32,4,1.6,"",1984,"Compact","Manual 4 Speed"
"17589",26,4,1.6,"",1984,"Compact","Manual 4 Speed"
"17590",15,6,4.3,"Rear-Wheel Drive",1986,"Van","Automatic 3 Speed"
"17591",24,4,1.6,"",1984,"Compact","Manual 5 Speed"
"17592",24,4,1.6,"",1984,"Compact","Automatic 3 Speed"
"17593",25,4,1.6,"",1984,"Compact","Manual 5 Speed"
"17594",24,4,1.6,"",1984,"Compact","Manual 5 Speed"
"17595",39,4,2,"",1984,"Compact","Manual 5 Speed"
"17596",34,4,2,"",1984,"Compact","Manual 5 Speed"
"17597",34,4,2,"",1984,"Compact","Manual 5 Speed"
"17598",23,4,2.3,"",1984,"Compact","Automatic 3 Speed"
"17599",22,4,2.3,"",1984,"Compact","Automatic 3 Speed"
"17600",24,4,2.3,"",1984,"Compact","Manual 5 Speed"
"17601",16,6,4.3,"Rear-Wheel Drive",1986,"Van","Automatic 4 Speed"
"17602",18,4,2.3,"",1984,"Compact","Automatic 3 Speed"
"17603",19,4,2.3,"",1984,"Compact","Manual 5 Speed"
"17604",17,6,3.8,"",1984,"Compact","Automatic 3 Speed"
"17605",19,6,3.8,"",1984,"Compact","Automatic 4 Speed"
"17606",17,8,5,"",1984,"Compact","Automatic 4 Speed"
"17607",14,8,5,"",1984,"Compact","Automatic 3 Speed"
"17608",14,8,5,"",1984,"Compact","Automatic 3 Speed"
"17609",18,4,2.3,"",1984,"Compact","Automatic 3 Speed"
"17610",19,4,2.3,"",1984,"Compact","Manual 5 Speed"
"17611",17,6,3.8,"",1984,"Compact","Automatic 3 Speed"
"17612",15,6,4.3,"Rear-Wheel Drive",1986,"Van","Automatic 4 Speed"
"17613",19,6,3.8,"",1984,"Compact","Automatic 4 Speed"
"17614",17,8,5,"",1984,"Compact","Automatic 4 Speed"
"17615",23,4,1.6,"",1984,"Compact","Automatic 3 Speed"
"17616",32,4,1.6,"",1984,"Compact","Manual 4 Speed"
"17617",27,4,1.6,"",1984,"Compact","Manual 4 Speed"
"17618",24,4,1.6,"",1984,"Compact","Manual 5 Speed"
"17619",24,4,1.6,"",1984,"Compact","Automatic 3 Speed"
"17620",25,4,1.6,"",1984,"Compact","Manual 5 Speed"
"17621",24,4,1.6,"",1984,"Compact","Manual 5 Speed"
"17622",39,4,2,"",1984,"Compact","Manual 5 Speed"
"17623",15,6,4.3,"Rear-Wheel Drive",1986,"Van","Manual 3 Speed"
"17624",34,4,2,"",1984,"Compact","Manual 5 Speed"
"17625",34,4,2,"",1984,"Compact","Manual 5 Speed"
"17626",22,4,2.3,"",1984,"Compact","Automatic 3 Speed"
"17627",22,4,2.3,"",1984,"Compact","Automatic 3 Speed"
"17628",24,4,2.3,"",1984,"Compact","Manual 5 Speed"
"17629",23,4,2,"",1984,"Compact","Automatic 3 Speed"
"17630",25,4,2,"",1984,"Compact","Manual 5 Speed"
"17631",33,4,2,"",1984,"Compact","Manual 5 Speed"
"17632",14,6,4.3,"Rear-Wheel Drive",1986,"Van","Manual 3 Speed"
"17633",15,8,3.8,"",1984,"Compact","Automatic 4 Speed"
"17634",13,8,5,"",1984,"Compact","Automatic 4 Speed"
"17635",24,4,1.8,"",1984,"Compact","Automatic 3 Speed"
"17636",26,4,1.8,"",1984,"Compact","Manual 5 Speed"
"17637",25,4,2,"",1984,"Compact","Automatic 3 Speed"
"17638",25,4,2,"",1984,"Compact","Manual 4 Speed"
"17639",25,4,2,"",1984,"Compact","Manual 5 Speed"
"17640",23,4,2.5,"",1984,"Compact","Automatic 3 Speed"
"17641",12,8,5,"Rear-Wheel Drive",1986,"Van","Automatic 3 Speed"
"17642",24,4,2.5,"",1984,"Compact","Manual 4 Speed"
"17643",19,6,2.8,"",1984,"Compact","Automatic 3 Speed"
"17644",19,6,2.8,"",1984,"Compact","Manual 4 Speed"
"17645",17,4,2,"",1984,"Compact","Automatic 3 Speed"
"17646",19,4,2,"",1984,"Compact","Manual 5 Speed"
"17647",22,4,2.3,"",1984,"Compact","Automatic 3 Speed"
"17648",22,4,2.3,"",1984,"Compact","Automatic 3 Speed"
"17649",25,4,2.3,"",1984,"Compact","Manual 5 Speed"
"17650",24,4,2.3,"",1984,"Compact","Manual 5 Speed"
"17651",22,4,2.3,"",1984,"Compact","Automatic 3 Speed"
"17652",14,8,5,"Rear-Wheel Drive",1986,"Van","Automatic 4 Speed"
"17653",24,4,2.3,"",1984,"Compact","Manual 5 Speed"
"17654",30,4,1.6,"",1984,"Compact","Manual 4 Speed"
"17655",23,4,2.2,"",1984,"Compact","Automatic 3 Speed"
"17656",26,4,2.2,"",1984,"Compact","Manual 5 Speed"
"17657",24,4,1.8,"",1984,"Compact","Automatic 3 Speed"
"17658",20,4,1.8,"",1984,"Compact","Automatic 3 Speed"
"17659",22,4,1.8,"",1984,"Compact","Manual 4 Speed"
"17660",26,4,1.8,"",1984,"Compact","Manual 5 Speed"
"17661",29,4,1.8,"",1984,"Compact","Manual 5 Speed"
"17662",25,4,2,"",1984,"Compact","Manual 4 Speed"
"17663",18,6,2.8,"Front-Wheel Drive",1985,"Compact","Manual 4 Speed"
"17664",13,8,5.7,"Rear-Wheel Drive",1986,"Van","Automatic 4 Speed"
"17665",24,4,1.4,"",1984,"Compact","Automatic 3 Speed"
"17666",32,4,1.4,"",1984,"Compact","Manual 4 Speed"
"17667",29,4,1.4,"",1984,"Compact","Manual 5 Speed"
"17668",8,8,6.8,"",1984,"Compact","Automatic 3 Speed"
"17669",18,4,2,"",1984,"Compact","Automatic 3 Speed"
"17670",18,4,2,"",1984,"Compact","Automatic 3 Speed"
"17671",21,4,2,"",1984,"Compact","Manual 5 Speed"
"17672",20,4,2,"",1984,"Compact","Manual 5 Speed"
"17673",32,4,1.8,"",1984,"Compact","Manual 5 Speed"
"17674",26,4,2,"",1984,"Compact","Automatic 4 Speed"
"17675",13,8,5.7,"Rear-Wheel Drive",1986,"Van","Automatic 4 Speed"
"17676",27,4,2,"",1984,"Compact","Manual 5 Speed"
"17677",27,4,1.6,"",1984,"Compact","Automatic 3 Speed"
"17678",29,4,1.6,"",1984,"Compact","Manual 5 Speed"
"17679",31,4,1.8,"",1984,"Compact","Automatic 3 Speed"
"17680",38,4,1.8,"",1984,"Compact","Manual 4 Speed"
"17681",36,4,1.8,"",1984,"Compact","Manual 5 Speed"
"17682",27,4,1.6,"",1984,"Compact","Automatic 3 Speed"
"17683",27,4,1.6,"",1984,"Compact","Automatic 3 Speed"
"17684",33,4,1.6,"",1984,"Compact","Manual 5 Speed"
"17685",33,4,1.6,"",1984,"Compact","Manual 5 Speed"
"17686",18,8,6.2,"Rear-Wheel Drive",1986,"Van","Automatic 4 Speed"
"17687",17,4,2.1,"",1984,"Compact","Automatic 4 Speed"
"17688",18,4,2.1,"",1984,"Compact","Manual 5 Speed"
"17689",20,4,2.3,"",1984,"Compact","Automatic 4 Speed"
"17690",19,4,2.3,"",1984,"Compact","Automatic 4 Speed"
"17691",23,4,2.3,"",1984,"Compact","Manual 5 Speed"
"17692",22,4,2.3,"",1984,"Compact","Manual 5 Speed"
"17693",24,6,2.4,"",1984,"Compact","Automatic 3 Speed"
"17694",26,6,2.4,"",1984,"Compact","Manual 5 Speed"
"17695",17,8,6.2,"Rear-Wheel Drive",1986,"Van","Manual 4 Speed"
"17696",13,6,3,"",1984,"Midsize","Automatic 3 Speed"
"17697",14,6,3,"",1984,"Midsize","Manual 5 Speed"
"17698",23,4,2.5,"",1984,"Midsize","Automatic 3 Speed"
"17699",20,6,3,"",1984,"Midsize","Automatic 3 Speed"
"17700",19,6,3.8,"",1984,"Midsize","Automatic 4 Speed"
"17701",25,6,4.3,"",1984,"Midsize","Automatic 3 Speed"
"17702",19,6,3.8,"",1984,"Midsize","Automatic 3 Speed"
"17703",11,8,5.7,"Rear-Wheel Drive",1986,"Van","Automatic 4 Speed"
"17704",16,6,3.8,"",1984,"Midsize","Automatic 4 Speed"
"17705",17,6,4.1,"",1984,"Midsize","Automatic 4 Speed"
"17706",23,6,4.3,"",1984,"Midsize","Automatic 4 Speed"
"17707",21,8,5.7,"",1984,"Midsize","Automatic 4 Speed"
"17708",15,6,3.8,"",1984,"Midsize","Automatic 4 Speed"
"17709",15,6,4.1,"",1984,"Midsize","Automatic 4 Speed"
"17710",16,8,5,"",1984,"Midsize","Automatic 4 Speed"
"17711",21,8,5.7,"",1984,"Midsize","Automatic 4 Speed"
"17712",17,8,4.1,"",1984,"Midsize","Automatic 4 Speed"
"17713",21,8,5.7,"",1984,"Midsize","Automatic 4 Speed"
"17714",11,8,5.7,"Rear-Wheel Drive",1986,"Van","Automatic 4 Speed"
"17715",17,8,4.1,"",1984,"Midsize","Automatic 4 Speed"
"17716",21,8,5.7,"",1984,"Midsize","Automatic 4 Speed"
"17717",23,4,2.5,"",1984,"Midsize","Automatic 3 Speed"
"17718",23,4,2.5,"",1984,"Midsize","Manual 4 Speed"
"17719",19,6,2.8,"",1984,"Midsize","Automatic 3 Speed"
"17720",25,6,4.3,"",1984,"Midsize","Automatic 3 Speed"
"17721",23,4,2.5,"",1984,"Midsize","Automatic 3 Speed"
"17722",24,4,2.5,"",1984,"Midsize","Manual 4 Speed"
"17723",19,6,2.8,"",1984,"Midsize","Automatic 3 Speed"
"17724",19,6,2.8,"",1984,"Midsize","Manual 4 Speed"
"17725",13,6,3.7,"Rear-Wheel Drive",1986,"Van","Automatic 3 Speed"
"17726",18,6,3.8,"",1984,"Midsize","Automatic 3 Speed"
"17727",18,6,3.8,"",1984,"Midsize","Automatic 4 Speed"
"17728",15,8,5,"",1984,"Midsize","Automatic 3 Speed"
"17729",17,8,5,"",1984,"Midsize","Automatic 4 Speed"
"17730",21,8,5.7,"",1984,"Midsize","Automatic 3 Speed"
"17731",21,8,5.7,"",1984,"Midsize","Automatic 4 Speed"
"17732",22,4,2.2,"",1984,"Midsize","Automatic 3 Speed"
"17733",19,4,2.2,"",1984,"Midsize","Automatic 3 Speed"
"17734",20,4,2.6,"",1984,"Midsize","Automatic 3 Speed"
"17735",18,4,2.6,"",1984,"Midsize","Automatic 3 Speed"
"17736",15,6,3.7,"Rear-Wheel Drive",1986,"Van","Automatic 3 Speed"
"17737",22,4,2.2,"",1984,"Midsize","Automatic 3 Speed"
"17738",24,4,2.2,"",1984,"Midsize","Manual 5 Speed"
"17739",22,4,2.2,"",1984,"Midsize","Automatic 3 Speed"
"17740",19,4,2.2,"",1984,"Midsize","Automatic 3 Speed"
"17741",23,4,2.2,"",1984,"Midsize","Manual 5 Speed"
"17742",20,4,2.6,"",1984,"Midsize","Automatic 3 Speed"
"17743",15,8,5.2,"",1984,"Midsize","Automatic 3 Speed"
"17744",23,4,2.2,"",1984,"Midsize","Automatic 3 Speed"
"17745",25,4,2.2,"",1984,"Midsize","Manual 4 Speed"
"17746",24,4,2.2,"",1984,"Midsize","Manual 5 Speed"
"17747",15,6,3.7,"Rear-Wheel Drive",1986,"Van","Manual 4 Speed"
"17748",20,4,2.6,"",1984,"Midsize","Automatic 3 Speed"
"17749",15,8,5.2,"",1984,"Midsize","Automatic 3 Speed"
"17750",13,8,5.2,"",1984,"Midsize","Automatic 3 Speed"
"17751",23,4,2.2,"",1984,"Midsize","Automatic 3 Speed"
"17752",24,4,2.2,"",1984,"Midsize","Manual 5 Speed"
"17753",22,4,2.2,"",1984,"Midsize","Automatic 3 Speed"
"17754",19,4,2.2,"",1984,"Midsize","Automatic 3 Speed"
"17755",22,4,2.2,"",1984,"Midsize","Manual 5 Speed"
"17756",20,4,2.2,"",1984,"Midsize","Manual 5 Speed"
"17757",20,4,2.6,"",1984,"Midsize","Automatic 3 Speed"
"17758",12,8,5.2,"Rear-Wheel Drive",1986,"Van","Automatic 3 Speed"
"17759",20,4,2.3,"",1984,"Midsize","Automatic 3 Speed"
"17760",17,6,3.8,"",1984,"Midsize","Automatic 3 Speed"
"17761",19,6,3.8,"",1984,"Midsize","Automatic 4 Speed"
"17762",18,6,3.8,"",1984,"Midsize","Automatic 3 Speed"
"17763",17,8,5,"",1984,"Midsize","Automatic 4 Speed"
"17764",14,8,5,"",1984,"Midsize","Automatic 3 Speed"
"17765",23,6,2.4,"",1984,"Midsize","Automatic 4 Speed"
"17766",16,8,5,"",1984,"Midsize","Automatic 4 Speed"
"17767",23,6,2.4,"",1984,"Midsize","Automatic 4 Speed"
"17768",16,8,5,"",1984,"Midsize","Automatic 4 Speed"
"17769",25,4,2.5,"Rear-Wheel Drive",1985,"Compact","Automatic 3 Speed"
"17770",17,8,4.1,"Front-Wheel Drive",1985,"Compact","Automatic 4 Speed"
"17771",12,8,5.2,"Rear-Wheel Drive",1986,"Van","Automatic 3 Speed"
"17772",20,4,2.3,"",1984,"Midsize","Automatic 3 Speed"
"17773",17,6,3.8,"",1984,"Midsize","Automatic 3 Speed"
"17774",19,6,3.8,"",1984,"Midsize","Automatic 4 Speed"
"17775",18,6,3.8,"",1984,"Midsize","Automatic 3 Speed"
"17776",17,8,5,"",1984,"Midsize","Automatic 4 Speed"
"17777",8,8,4.9,"",1984,"Midsize","Automatic 3 Speed"
"17778",13,8,5,"",1984,"Midsize","Automatic 4 Speed"
"17779",23,4,2.5,"",1984,"Midsize","Automatic 3 Speed"
"17780",20,6,3,"",1984,"Midsize","Automatic 3 Speed"
"17781",19,6,3.8,"",1984,"Midsize","Automatic 4 Speed"
"17782",13,8,5.2,"Rear-Wheel Drive",1986,"Van","Automatic 3 Speed"
"17783",25,6,4.3,"",1984,"Midsize","Automatic 3 Speed"
"17784",19,6,3.8,"",1984,"Midsize","Automatic 3 Speed"
"17785",23,6,4.3,"",1984,"Midsize","Automatic 3 Speed"
"17786",23,6,4.3,"",1984,"Midsize","Automatic 4 Speed"
"17787",16,8,5,"",1984,"Midsize","Automatic 3 Speed"
"17788",17,8,5,"",1984,"Midsize","Automatic 4 Speed"
"17789",21,8,5.7,"",1984,"Midsize","Automatic 3 Speed"
"17790",21,8,5.7,"",1984,"Midsize","Automatic 4 Speed"
"17791",15,6,4.1,"",1984,"Midsize","Automatic 4 Speed"
"17792",16,8,5,"",1984,"Midsize","Automatic 4 Speed"
"17793",14,8,5.2,"Rear-Wheel Drive",1986,"Van","Manual 4 Speed"
"17794",21,8,5.7,"",1984,"Midsize","Automatic 4 Speed"
"17795",15,8,5.2,"",1984,"Midsize","Automatic 3 Speed"
"17796",13,8,5.2,"",1984,"Midsize","Automatic 3 Speed"
"17797",23,4,2.2,"",1984,"Midsize","Automatic 3 Speed"
"17798",25,4,2.2,"",1984,"Midsize","Manual 4 Speed"
"17799",24,4,2.2,"",1984,"Midsize","Manual 5 Speed"
"17800",20,4,2.6,"",1984,"Midsize","Automatic 3 Speed"
"17801",19,6,3.8,"",1984,"Midsize","Automatic 3 Speed"
"17802",15,8,5,"",1984,"Midsize","Automatic 3 Speed"
"17803",17,8,5,"",1984,"Midsize","Automatic 4 Speed"
"17804",13,8,5.2,"Rear-Wheel Drive",1986,"Van","Manual 4 Speed"
